tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2016-07-22,73,29,45,65,14,73,PM10,SEDANG,DKI2
2016-07-23,80,29,58,87,15,87,O3,SEDANG,DKI3
2016-07-24,70,29,59,103,14,103,O3,TIDAK SEHAT,DKI5
2016-07-25,49,28,45,96,11,96,O3,SEDANG,DKI3
2016-07-26,70,29,42,173,14,173,O3,TIDAK SEHAT,DKI2
2016-07-27,68,30,43,146,18,146,O3,TIDAK SEHAT,DKI3
2016-07-28,81,30,26,72,15,81,PM10,SEDANG,DKI4
2016-07-29,90,30,26,106,13,106,O3,TIDAK SEHAT,DKI3
2016-07-30,56,29,51,119,20,119,O3,TIDAK SEHAT,DKI5
2016-07-31,71,30,36,106,11,106,O3,TIDAK SEHAT,DKI3
2016-08-01,73,29,45,100,11,100,O3,SEDANG,DKI3
2016-08-02,58,30,38,131,14,131,O3,TIDAK SEHAT,DKI2
2016-08-03,64,30,41,136,21,136,O3,TIDAK SEHAT,DKI5
2016-08-04,87,30,49,133,15,133,O3,TIDAK SEHAT,DKI2
2016-08-05,107,30,47,108,21,108,O3,TIDAK SEHAT,DKI3
2016-08-06,72,30,40,87,14,87,O3,SEDANG,DKI3
2016-08-07,81,30,37,119,11,119,O3,TIDAK SEHAT,DKI2
2016-08-08,58,29,35,77,11,77,O3,SEDANG,DKI5
2016-08-09,60,28,45,63,16,63,O3,SEDANG,DKI3
2016-08-10,60,29,45,102,16,102,O3,TIDAK SEHAT,DKI5
2016-08-11,63,28,41,88,18,88,O3,SEDANG,DKI3
2016-08-12,64,29,41,119,18,119,O3,TIDAK SEHAT,DKI3
2016-08-13,63,29,38,103,16,103,O3,TIDAK SEHAT,DKI3
2016-08-14,51,29,38,72,15,72,O3,SEDANG,DKI3
2016-08-15,50,28,45,121,19,121,O3,TIDAK SEHAT,DKI5
2016-08-16,72,30,41,107,12,107,O3,TIDAK SEHAT,DKI3
2016-08-17,86,33,69,59,12,86,PM10,SEDANG,DKI3
2016-08-18,55,29,47,77,12,77,O3,SEDANG,DKI5
2016-08-19,71,30,46,83,15,83,O3,SEDANG,DKI4
2016-08-20,55,29,45,115,16,115,O3,TIDAK SEHAT,DKI3
2016-08-21,69,30,35,88,12,88,O3,SEDANG,DKI3
2016-08-22,59,31,38,83,11,83,O3,SEDANG,DKI5
2016-08-23,65,30,33,176,13,176,O3,TIDAK SEHAT,DKI2
2016-08-24,70,29,35,101,15,101,O3,TIDAK SEHAT,DKI2
2016-08-25,80,34,62,133,21,133,O3,TIDAK SEHAT,DKI2
2016-08-26,78,31,44,103,17,103,O3,TIDAK SEHAT,DKI5
2016-08-27,79,31,58,70,12,79,PM10,SEDANG,DKI4
2016-08-28,60,29,64,78,11,78,O3,SEDANG,DKI3
2016-08-29,80,29,76,66,12,80,PM10,SEDANG,DKI5
2016-08-30,81,30,48,111,21,111,O3,TIDAK SEHAT,DKI3
2016-08-31,78,29,79,71,26,79,CO,SEDANG,DKI5
2016-09-01,62,30,44,85,23,85,O3,SEDANG,DKI3
2016-09-02,82,29,52,141,19,141,O3,TIDAK SEHAT,DKI3
2016-09-03,69,29,61,94,15,94,O3,SEDANG,DKI5
2016-09-04,73,42,42,69,18,73,PM10,SEDANG,DKI4
2016-09-05,62,29,39,48,10,62,PM10,SEDANG,DKI3
2016-09-06,66,30,60,61,11,66,PM10,SEDANG,DKI4
2016-09-07,61,29,43,62,15,62,O3,SEDANG,DKI5
2016-09-08,60,30,36,125,15,125,O3,TIDAK SEHAT,DKI5
2016-09-09,84,30,45,90,22,90,O3,SEDANG,DKI5
2016-09-10,94,31,52,73,12,94,PM10,SEDANG,DKI4
2016-09-11,61,30,41,74,11,74,O3,SEDANG,DKI5
2016-09-12,58,30,35,85,14,85,O3,SEDANG,DKI2
2016-09-13,64,31,43,85,14,85,O3,SEDANG,DKI5
2016-09-14,91,31,34,79,14,91,PM10,SEDANG,DKI4
2016-09-15,54,29,37,146,14,146,O3,TIDAK SEHAT,DKI2
2016-09-16,86,40,84,74,23,86,PM10,SEDANG,DKI2
2016-09-17,65,30,44,69,17,69,O3,SEDANG,DKI2
2016-09-18,58,30,35,96,13,96,O3,SEDANG,DKI2
2016-09-19,62,33,52,64,13,64,O3,SEDANG,DKI5
2016-09-20,66,29,63,87,18,87,O3,SEDANG,DKI2
2016-09-21,58,29,23,69,13,69,O3,SEDANG,DKI4
2016-09-22,48,29,28,60,18,60,O3,SEDANG,DKI4
2016-09-23,51,30,31,57,17,57,O3,SEDANG,DKI4
2016-09-24,56,30,43,48,12,56,PM10,SEDANG,DKI3
2016-09-25,55,30,66,71,12,71,O3,SEDANG,DKI2
2016-09-26,42,29,35,69,9,69,O3,SEDANG,DKI2
2016-09-27,62,30,50,95,18,95,O3,SEDANG,DKI2
2016-09-28,61,31,40,62,19,62,O3,SEDANG,DKI4
2016-09-29,54,30,38,96,13,96,O3,SEDANG,DKI3
2016-09-30,54,30,45,58,14,58,O3,SEDANG,DKI3
2016-10-01,61,30,41,62,16,62,O3,SEDANG,DKI2
2016-10-02,54,30,31,41,7,54,PM10,SEDANG,DKI3
2016-10-03,56,30,32,137,11,137,O3,TIDAK SEHAT,DKI5
2016-10-04,66,30,56,126,22,126,O3,TIDAK SEHAT,DKI5
2016-10-05,69,30,52,203,22,203,O3,SANGAT TIDAK SEHAT,DKI2
2016-10-06,53,30,42,157,20,157,O3,TIDAK SEHAT,DKI2
2016-10-07,73,30,37,136,15,136,O3,TIDAK SEHAT,DKI2
2016-10-08,57,30,35,82,18,82,O3,SEDANG,DKI2
2016-10-09,52,30,41,100,13,100,O3,SEDANG,DKI2
2016-10-10,62,34,46,100,22,100,O3,SEDANG,DKI2
2016-10-11,63,30,56,72,24,72,O3,SEDANG,DKI5
2016-10-12,71,30,54,54,16,71,PM10,SEDANG,DKI1
2016-10-13,74,30,45,69,12,74,PM10,SEDANG,DKI4
2016-10-14,67,30,83,28,12,83,CO,SEDANG,DKI5
2016-10-15,53,30,32,62,10,62,O3,SEDANG,DKI3
2016-10-16,54,30,44,60,12,60,O3,SEDANG,DKI3
2016-10-17,63,38,42,122,8,122,O3,TIDAK SEHAT,DKI3
2016-10-18,66,31,37,115,20,115,O3,TIDAK SEHAT,DKI5
2016-10-19,58,31,35,80,11,80,O3,SEDANG,DKI3
2016-10-20,82,31,42,95,25,95,O3,SEDANG,DKI5
2016-10-21,81,31,42,105,17,105,O3,TIDAK SEHAT,DKI2
2016-10-22,87,30,53,72,26,87,PM10,SEDANG,DKI1
2016-10-23,36,30,33,57,8,57,O3,SEDANG,DKI3
2016-10-24,55,31,50,145,15,145,O3,TIDAK SEHAT,DKI5
2016-10-25,64,51,69,100,23,100,O3,SEDANG,DKI3
2016-10-26,51,30,39,133,11,133,O3,TIDAK SEHAT,DKI3
2016-10-27,59,31,42,133,14,133,O3,TIDAK SEHAT,DKI3
2016-10-28,59,31,38,120,13,120,O3,TIDAK SEHAT,DKI2
2016-10-29,55,35,63,85,20,85,O3,SEDANG,DKI2
2016-10-30,53,34,42,101,10,101,O3,TIDAK SEHAT,DKI2
2016-10-31,50,31,31,119,17,119,O3,TIDAK SEHAT,DKI2
2016-11-01,51,30,30,59,16,59,O3,SEDANG,DKI3
2016-11-02,49,30,29,49,10,49,PM10,BAIK,DKI2
2016-11-03,55,31,33,73,12,73,O3,SEDANG,DKI2
2016-11-04,64,32,37,126,16,126,O3,TIDAK SEHAT,DKI2
2016-11-05,69,32,37,150,18,150,O3,TIDAK SEHAT,DKI2
2016-11-06,128,33,65,172,21,172,O3,TIDAK SEHAT,DKI5
2016-11-07,79,49,46,136,22,136,O3,TIDAK SEHAT,DKI5
2016-11-08,66,31,41,75,25,75,O3,SEDANG,DKI2
2016-11-09,58,31,44,143,14,143,O3,TIDAK SEHAT,DKI2
2016-11-10,59,33,36,116,17,116,O3,TIDAK SEHAT,DKI2
2016-11-11,70,34,47,123,25,123,O3,TIDAK SEHAT,DKI2
2016-11-12,59,43,60,93,16,93,O3,SEDANG,DKI2
2016-11-13,44,30,36,65,20,65,O3,SEDANG,DKI2
2016-11-14,55,31,51,120,14,120,O3,TIDAK SEHAT,DKI3
2016-11-15,51,31,48,77,11,77,O3,SEDANG,DKI2
2016-11-16,55,31,52,139,19,139,O3,TIDAK SEHAT,DKI3
2016-11-17,61,32,39,106,18,106,O3,TIDAK SEHAT,DKI3
2016-11-18,74,39,43,73,15,74,PM10,SEDANG,DKI4
2016-11-19,59,32,56,81,18,81,O3,SEDANG,DKI5
2016-11-20,60,32,40,63,14,63,O3,SEDANG,DKI5
2016-11-21,61,31,40,65,15,65,O3,SEDANG,DKI2
2016-11-22,66,32,42,121,29,121,O3,TIDAK SEHAT,DKI5
2016-11-23,66,31,32,148,21,148,O3,TIDAK SEHAT,DKI2
2016-11-24,65,32,59,82,17,82,O3,SEDANG,DKI2
2016-11-25,51,32,31,41,8,51,PM10,SEDANG,DKI3
2016-11-26,75,34,39,86,12,86,O3,SEDANG,DKI3
2016-11-27,93,42,78,87,18,93,PM10,SEDANG,DKI4
2016-11-28,82,37,61,58,18,82,PM10,SEDANG,DKI4
2016-11-29,42,31,32,70,12,70,O3,SEDANG,DKI4
2016-11-30,66,33,35,60,20,66,PM10,SEDANG,DKI3
2016-12-01,65,31,36,64,16,65,PM10,SEDANG,DKI4
2016-12-02,43,31,25,43,5,43,PM10,BAIK,DKI2
2016-12-03,25,31,29,34,8,34,O3,BAIK,DKI2
2016-12-04,38,31,28,35,5,38,PM10,BAIK,DKI1
2016-12-05,23,31,26,36,6,36,O3,BAIK,DKI2
2016-12-06,29,31,28,42,7,42,O3,BAIK,DKI3
2016-12-07,54,31,28,56,7,56,O3,SEDANG,DKI2
2016-12-08,61,32,35,74,8,74,O3,SEDANG,DKI3
2016-12-09,55,31,28,54,10,55,PM10,SEDANG,DKI3
2016-12-10,48,31,25,36,14,48,PM10,BAIK,DKI4
2016-12-11,35,31,27,50,8,50,O3,BAIK,DKI3
2016-12-12,32,31,33,54,9,54,O3,SEDANG,DKI2
2016-12-13,47,32,28,46,16,47,PM10,BAIK,DKI4
2016-12-14,39,32,27,53,20,53,O3,SEDANG,DKI2
2016-12-15,45,31,53,33,12,53,CO,SEDANG,DKI5
2016-12-16,34,31,29,39,8,39,O3,BAIK,DKI2
2016-12-17,34,30,25,40,11,40,O3,BAIK,DKI2
2016-12-18,33,29,45,48,13,48,O3,BAIK,DKI2
2016-12-19,28,29,25,37,12,37,O3,BAIK,DKI2
2016-12-20,22,31,22,34,4,34,O3,BAIK,DKI2
2016-12-21,23,32,23,37,5,37,O3,BAIK,DKI2
2016-12-22,28,32,24,34,5,34,O3,BAIK,DKI2
2016-12-23,22,31,28,34,5,34,O3,BAIK,DKI3
2016-12-24,25,31,29,39,4,39,O3,BAIK,DKI2
2016-12-25,30,31,29,42,5,42,O3,BAIK,DKI2
2016-12-26,52,32,39,66,21,66,O3,SEDANG,DKI5
2016-12-27,29,31,34,54,17,54,O3,SEDANG,DKI5
2016-12-28,30,32,30,41,6,41,O3,BAIK,DKI2
2016-12-29,37,32,33,41,7,41,O3,BAIK,DKI3
2016-12-30,66,32,40,41,12,66,PM10,SEDANG,DKI3
2016-12-31,55,33,44,59,14,59,O3,SEDANG,DKI2
2017-01-01,73,34,38,61,11,73,PM10,SEDANG,DKI3
2017-01-02,39,32,33,44,15,44,O3,BAIK,DKI5
2017-01-03,55,32,31,55,10,55,PM10,SEDANG,DKI2
2017-01-04,51,33,35,87,15,87,O3,SEDANG,DKI4
2017-01-05,54,32,35,68,12,68,O3,SEDANG,DKI3
2017-01-06,38,31,34,65,13,65,O3,SEDANG,DKI3
2017-01-07,48,32,34,67,20,67,O3,SEDANG,DKI4
2017-01-08,43,33,36,54,14,54,O3,SEDANG,DKI4
2017-01-09,38,32,34,68,11,68,O3,SEDANG,DKI3
2017-01-10,59,32,51,83,17,83,O3,SEDANG,DKI2
2017-01-11,49,32,43,65,20,65,O3,SEDANG,DKI2
2017-01-12,29,32,43,65,19,65,O3,SEDANG,DKI2
2017-01-13,29,32,27,29,5,32,SO2,BAIK,DKI1
2017-01-14,23,31,23,29,6,31,SO2,BAIK,DKI1
2017-01-15,29,32,25,42,7,42,O3,BAIK,DKI2
2017-01-16,27,17,27,34,6,34,O3,BAIK,DKI2
2017-01-17,20,29,30,48,14,48,O3,BAIK,DKI2
2017-01-18,28,29,25,30,6,30,O3,BAIK,DKI3
2017-01-19,24,29,24,29,3,29,SO2,BAIK,DKI3
2017-01-20,27,30,24,30,6,30,SO2,BAIK,DKI2
2017-01-21,53,32,25,55,10,55,O3,SEDANG,DKI3
2017-01-22,63,32,35,50,11,63,PM10,SEDANG,DKI4
2017-01-23,45,33,36,51,12,51,O3,SEDANG,DKI2
2017-01-24,33,28,30,34,15,34,O3,BAIK,DKI2
2017-01-25,30,30,28,34,15,34,O3,BAIK,DKI2
2017-01-26,39,32,28,53,13,53,O3,SEDANG,DKI3
2017-01-27,57,33,29,60,14,60,O3,SEDANG,DKI3
2017-01-28,41,31,28,49,10,49,O3,BAIK,DKI2
2017-01-29,35,30,29,48,13,48,O3,BAIK,DKI2
2017-01-30,39,31,28,54,9,54,O3,SEDANG,DKI3
2017-01-31,32,31,26,42,18,42,O3,BAIK,DKI5
2017-02-01,41,32,29,44,12,44,O3,BAIK,DKI3
2017-02-02,49,31,27,41,16,49,PM10,BAIK,DKI1
2017-02-03,53,30,30,45,13,53,PM10,SEDANG,DKI1
2017-02-04,30,30,28,38,7,38,O3,BAIK,DKI2
2017-02-05,23,28,26,37,5,37,O3,BAIK,DKI1
2017-02-06,25,28,26,34,7,34,O3,BAIK,DKI2
2017-02-07,39,28,34,33,8,39,PM10,BAIK,DKI1
2017-02-08,28,31,30,33,12,33,O3,BAIK,DKI3
2017-02-09,41,31,32,41,14,41,PM10,BAIK,DKI1
2017-02-10,30,31,31,44,12,44,O3,BAIK,DKI2
2017-02-11,32,31,36,45,11,45,O3,BAIK,DKI3
2017-02-12,37,30,34,44,12,44,O3,BAIK,DKI2
2017-02-13,43,31,36,56,13,56,O3,SEDANG,DKI3
2017-02-14,39,32,47,58,16,58,O3,SEDANG,DKI3
2017-02-15,29,32,36,54,12,54,O3,SEDANG,DKI5
2017-02-16,36,31,29,55,11,55,O3,SEDANG,DKI3
2017-02-17,61,29,48,50,15,61,PM10,SEDANG,DKI4
2017-02-18,68,29,45,36,13,68,PM10,SEDANG,DKI1
2017-02-19,78,31,80,47,11,80,CO,SEDANG,DKI5
2017-02-20,60,31,52,36,11,60,PM10,SEDANG,DKI3
2017-02-21,57,31,70,65,20,70,CO,SEDANG,DKI5
2017-02-22,58,34,40,130,21,130,O3,TIDAK SEHAT,DKI2
2017-02-23,54,32,41,114,16,114,O3,TIDAK SEHAT,DKI4
2017-02-24,74,40,50,106,21,106,O3,TIDAK SEHAT,DKI3
2017-02-25,51,31,43,90,26,90,O3,SEDANG,DKI2
2017-02-26,59,31,44,123,14,123,O3,TIDAK SEHAT,DKI3
2017-02-27,36,31,39,81,13,81,O3,SEDANG,DKI3
2017-02-28,64,31,46,98,16,98,O3,SEDANG,DKI3
2017-03-01,58,32,41,83,18,83,O3,SEDANG,DKI3
2017-03-02,64,35,44,75,18,75,O3,SEDANG,DKI3
2017-03-03,60,31,54,66,19,66,O3,SEDANG,DKI3
2017-03-04,43,31,43,112,12,112,O3,TIDAK SEHAT,DKI3
2017-03-05,60,32,41,107,16,107,O3,TIDAK SEHAT,DKI3
2017-03-06,52,32,38,63,12,63,O3,SEDANG,DKI3
2017-03-07,52,32,37,69,15,69,O3,SEDANG,DKI3
2017-03-08,40,32,40,84,26,84,O3,SEDANG,DKI1
2017-03-09,53,33,34,119,24,119,O3,TIDAK SEHAT,DKI2
2017-03-10,77,52,51,81,22,81,O3,SEDANG,DKI3
2017-03-11,66,32,45,120,18,120,O3,TIDAK SEHAT,DKI3
2017-03-12,75,32,48,84,17,84,O3,SEDANG,DKI3
2017-03-13,72,32,35,81,24,81,O3,SEDANG,DKI2
2017-03-14,71,34,33,74,25,74,O3,SEDANG,DKI2
2017-03-15,61,33,34,40,17,61,PM10,SEDANG,DKI3
2017-03-16,51,34,31,136,12,136,O3,TIDAK SEHAT,DKI2
2017-03-17,94,38,40,99,24,99,O3,SEDANG,DKI5
2017-03-18,55,32,51,64,23,64,O3,SEDANG,DKI2
2017-03-19,51,32,46,84,20,84,O3,SEDANG,DKI2
2017-03-20,35,31,17,48,7,48,O3,BAIK,DKI2
2017-03-21,51,31,23,40,12,51,PM10,SEDANG,DKI1
2017-03-22,47,40,40,53,23,53,O3,SEDANG,DKI3
2017-03-23,56,42,46,65,24,65,O3,SEDANG,DKI3
2017-03-24,88,50,93,125,19,125,O3,TIDAK SEHAT,DKI3
2017-03-25,66,43,39,73,15,73,O3,SEDANG,DKI3
2017-03-26,66,54,61,54,11,66,PM10,SEDANG,DKI4
2017-03-27,52,47,39,83,20,83,O3,SEDANG,DKI3
2017-03-28,72,47,68,85,16,85,O3,SEDANG,DKI2
2017-03-29,57,50,53,77,11,77,O3,SEDANG,DKI2
2017-03-30,45,45,32,48,17,48,O3,BAIK,DKI4
2017-03-31,31,38,26,34,8,38,SO2,BAIK,DKI3
2017-04-01,48,43,28,110,10,110,O3,TIDAK SEHAT,DKI2
2017-04-02,51,39,45,96,16,96,O3,SEDANG,DKI2
2017-04-03,37,41,37,61,24,61,O3,SEDANG,DKI4
2017-04-04,47,32,41,150,19,150,O3,TIDAK SEHAT,DKI2
2017-04-05,53,33,38,51,15,53,PM10,SEDANG,DKI4
2017-04-06,33,33,26,28,6,33,PM10,BAIK,DKI1
2017-04-07,40,33,17,57,14,57,O3,SEDANG,DKI1
2017-04-08,23,32,17,38,6,38,O3,BAIK,DKI1
2017-04-09,30,33,21,31,13,33,SO2,BAIK,DKI3
2017-04-10,65,35,42,113,21,113,O3,TIDAK SEHAT,DKI2
2017-04-11,66,36,23,132,29,132,O3,TIDAK SEHAT,DKI2
2017-04-12,52,34,26,110,17,110,O3,TIDAK SEHAT,DKI3
2017-04-13,56,34,47,108,14,108,O3,TIDAK SEHAT,DKI3
2017-04-14,55,34,33,81,21,81,O3,SEDANG,DKI3
2017-04-15,71,37,36,82,11,82,O3,SEDANG,DKI3
2017-04-16,73,34,53,91,26,91,O3,SEDANG,DKI3
2017-04-17,83,54,56,92,15,92,O3,SEDANG,DKI3
2017-04-18,84,35,62,113,22,113,O3,TIDAK SEHAT,DKI2
2017-04-19,73,38,60,139,16,139,O3,TIDAK SEHAT,DKI5
2017-04-20,65,45,57,140,20,140,O3,TIDAK SEHAT,DKI2
2017-04-21,63,36,38,127,14,127,O3,TIDAK SEHAT,DKI5
2017-04-22,71,34,57,88,20,88,O3,SEDANG,DKI3
2017-04-23,55,35,61,123,15,123,O3,TIDAK SEHAT,DKI3
2017-04-24,70,36,39,95,19,95,O3,SEDANG,DKI3
2017-04-25,93,38,70,82,18,93,PM10,SEDANG,DKI4
2017-04-26,57,34,18,57,11,57,PM10,SEDANG,DKI4
2017-04-27,66,34,35,82,25,82,O3,SEDANG,DKI1
2017-04-28,56,35,28,88,24,88,O3,SEDANG,DKI2
2017-04-29,54,40,17,48,14,54,PM10,SEDANG,DKI4
2017-04-30,63,43,18,139,14,139,O3,TIDAK SEHAT,DKI2
2017-05-01,68,43,20,104,17,104,O3,TIDAK SEHAT,DKI5
2017-05-02,62,39,27,85,31,85,O3,SEDANG,DKI3
2017-05-03,62,41,34,112,18,112,O3,TIDAK SEHAT,DKI3
2017-05-04,55,42,22,96,23,96,O3,SEDANG,DKI5
2017-05-05,56,42,23,94,16,94,O3,SEDANG,DKI3
2017-05-06,56,48,22,71,20,71,O3,SEDANG,DKI3
2017-05-07,53,40,26,74,15,74,O3,SEDANG,DKI3
2017-05-08,55,41,27,83,20,83,O3,SEDANG,DKI3
2017-05-09,69,42,30,77,20,77,O3,SEDANG,DKI3
2017-05-10,80,41,28,61,17,80,PM10,SEDANG,DKI4
2017-05-11,82,44,50,125,20,125,O3,TIDAK SEHAT,DKI2
2017-05-12,87,42,50,117,19,117,O3,TIDAK SEHAT,DKI3
2017-05-13,70,42,39,105,14,105,O3,TIDAK SEHAT,DKI3
2017-05-14,71,41,38,92,22,92,O3,SEDANG,DKI3
2017-05-15,85,46,41,115,16,115,O3,TIDAK SEHAT,DKI3
2017-05-16,88,44,41,108,15,108,O3,TIDAK SEHAT,DKI3
2017-05-17,102,44,46,93,19,102,PM10,TIDAK SEHAT,DKI4
2017-05-18,76,42,37,124,13,124,O3,TIDAK SEHAT,DKI5
2017-05-19,97,44,61,126,18,126,O3,TIDAK SEHAT,DKI5
2017-05-20,91,44,49,111,17,111,O3,TIDAK SEHAT,DKI3
2017-05-21,80,46,33,89,15,89,O3,SEDANG,DKI3
2017-05-22,65,45,36,98,13,98,O3,SEDANG,DKI3
2017-05-23,70,44,36,109,16,109,O3,TIDAK SEHAT,DKI5
2017-05-24,82,44,40,102,16,102,O3,TIDAK SEHAT,DKI3
2017-05-25,95,44,38,91,17,95,PM10,SEDANG,DKI4
2017-05-26,83,45,46,151,14,151,O3,TIDAK SEHAT,DKI2
2017-05-27,107,46,44,164,18,164,O3,TIDAK SEHAT,DKI3
2017-05-28,63,46,33,79,13,79,O3,SEDANG,DKI3
2017-05-29,63,43,34,62,10,63,PM10,SEDANG,DKI4
2017-05-30,62,48,40,52,15,62,PM10,SEDANG,DKI4
2017-05-31,56,45,31,56,15,56,PM10,SEDANG,DKI1
2017-06-01,41,41,29,37,11,41,PM10,BAIK,DKI1
2017-06-02,61,43,43,79,15,79,O3,SEDANG,DKI3
2017-06-03,81,45,43,105,11,105,O3,TIDAK SEHAT,DKI3
2017-06-04,80,47,41,95,17,95,O3,SEDANG,DKI3
2017-06-05,82,50,45,98,17,98,O3,SEDANG,DKI3
2017-06-06,53,44,37,84,15,84,O3,SEDANG,DKI3
2017-06-07,60,48,36,95,14,95,O3,SEDANG,DKI3
2017-06-08,68,49,32,59,16,68,PM10,SEDANG,DKI4
2017-06-09,69,47,32,75,16,75,O3,SEDANG,DKI3
2017-06-10,73,46,38,86,16,86,O3,SEDANG,DKI3
2017-06-11,104,46,41,78,16,104,PM10,TIDAK SEHAT,DKI3
2017-06-12,67,47,33,79,14,79,O3,SEDANG,DKI3
2017-06-13,84,46,46,90,17,90,O3,SEDANG,DKI5
2017-06-14,55,44,34,96,19,96,O3,SEDANG,DKI3
2017-06-15,74,47,35,72,14,74,PM10,SEDANG,DKI4
2017-06-16,74,47,38,46,15,74,PM10,SEDANG,DKI4
2017-06-17,67,48,31,85,16,85,O3,SEDANG,DKI3
2017-06-18,55,44,38,93,14,93,O3,SEDANG,DKI2
2017-06-19,65,47,35,120,15,120,O3,TIDAK SEHAT,DKI2
2017-06-20,66,49,37,140,14,140,O3,TIDAK SEHAT,DKI2
2017-06-21,78,48,51,83,15,83,O3,SEDANG,DKI3
2017-06-22,91,48,73,71,22,91,PM10,SEDANG,DKI4
2017-06-23,109,46,47,70,17,109,PM10,TIDAK SEHAT,DKI4
2017-06-24,60,46,33,48,9,60,PM10,SEDANG,DKI4
2017-06-25,66,47,56,49,10,66,PM10,SEDANG,DKI4
2017-06-26,23,44,26,43,4,44,SO2,BAIK,DKI4
2017-06-27,20,44,24,51,5,51,O3,SEDANG,DKI3
2017-06-28,57,44,53,68,14,68,O3,SEDANG,DKI3
2017-06-29,42,44,30,73,10,73,O3,SEDANG,DKI3
2017-06-30,29,44,25,63,6,63,O3,SEDANG,DKI2
2017-07-01,41,44,42,69,12,69,O3,SEDANG,DKI3
2017-07-02,57,47,28,62,10,62,O3,SEDANG,DKI3
2017-07-03,51,46,28,60,10,60,O3,SEDANG,DKI3
2017-07-04,65,47,31,85,11,85,O3,SEDANG,DKI3
2017-07-05,70,47,29,86,14,86,O3,SEDANG,DKI5
2017-07-06,59,49,33,93,18,93,O3,SEDANG,DKI3
2017-07-07,118,49,45,143,18,143,O3,TIDAK SEHAT,DKI2
2017-07-08,98,48,70,108,25,108,O3,TIDAK SEHAT,DKI2
2017-07-09,62,47,33,93,11,93,O3,SEDANG,DKI5
2017-07-10,48,47,33,73,11,73,O3,SEDANG,DKI2
2017-07-11,61,50,19,74,17,74,O3,SEDANG,DKI3
2017-07-12,53,50,19,92,16,92,O3,SEDANG,DKI2
2017-07-13,57,50,39,123,18,123,O3,TIDAK SEHAT,DKI3
2017-07-14,78,51,39,143,15,143,O3,TIDAK SEHAT,DKI3
2017-07-15,73,49,52,72,19,73,PM10,SEDANG,DKI2
2017-07-16,73,49,44,94,19,94,O3,SEDANG,DKI3
2017-07-17,70,50,35,120,14,120,O3,TIDAK SEHAT,DKI2
2017-07-18,94,51,48,114,21,114,O3,TIDAK SEHAT,DKI3
2017-07-19,89,51,41,153,19,153,O3,TIDAK SEHAT,DKI5
2017-07-20,76,49,39,122,19,122,O3,TIDAK SEHAT,DKI3
2017-07-21,66,48,32,145,21,145,O3,TIDAK SEHAT,DKI2
2017-07-22,71,50,39,155,19,155,O3,TIDAK SEHAT,DKI3
2017-07-23,67,49,33,91,14,91,O3,SEDANG,DKI3
2017-07-24,75,50,40,94,19,94,O3,SEDANG,DKI5
2017-07-25,71,50,35,108,17,108,O3,TIDAK SEHAT,DKI3
2017-07-26,70,51,42,94,18,94,O3,SEDANG,DKI3
2017-07-27,65,50,38,118,15,118,O3,TIDAK SEHAT,DKI5
2017-07-28,58,50,35,94,15,94,O3,SEDANG,DKI3
2017-07-29,50,50,31,71,12,71,O3,SEDANG,DKI3
2017-07-30,61,37,38,88,17,88,O3,SEDANG,DKI5
2017-07-31,53,30,32,123,12,123,O3,TIDAK SEHAT,DKI2
2017-08-01,64,51,34,76,18,76,O3,SEDANG,DKI2
2017-08-02,58,51,35,94,15,94,O3,SEDANG,DKI3
2017-08-03,54,51,33,107,11,107,O3,TIDAK SEHAT,DKI5
2017-08-04,64,51,35,104,14,104,O3,TIDAK SEHAT,DKI3
2017-08-05,79,51,37,94,15,94,O3,SEDANG,DKI3
2017-08-06,81,51,39,116,13,116,O3,TIDAK SEHAT,DKI3
2017-08-07,85,50,40,94,15,94,O3,SEDANG,DKI3
2017-08-08,74,51,38,133,15,133,O3,TIDAK SEHAT,DKI3
2017-08-09,68,51,39,153,17,153,O3,TIDAK SEHAT,DKI2
2017-08-10,58,50,32,107,18,107,O3,TIDAK SEHAT,DKI3
2017-08-11,61,50,33,128,14,128,O3,TIDAK SEHAT,DKI3
2017-08-12,72,51,33,97,14,97,O3,SEDANG,DKI3
2017-08-13,69,51,28,101,9,101,O3,TIDAK SEHAT,DKI3
2017-08-14,80,51,35,118,18,118,O3,TIDAK SEHAT,DKI1
2017-08-15,88,50,38,120,23,120,O3,TIDAK SEHAT,DKI3
2017-08-16,66,51,34,134,16,134,O3,TIDAK SEHAT,DKI3
2017-08-17,72,51,35,125,15,125,O3,TIDAK SEHAT,DKI3
2017-08-18,73,51,34,129,10,129,O3,TIDAK SEHAT,DKI3
2017-08-19,60,51,31,81,11,81,O3,SEDANG,DKI3
2017-08-20,58,50,30,88,6,88,O3,SEDANG,DKI5
2017-08-21,86,51,32,90,8,90,O3,SEDANG,DKI3
2017-08-22,92,51,42,137,10,137,O3,TIDAK SEHAT,DKI3
2017-08-23,101,52,42,99,10,101,PM10,TIDAK SEHAT,DKI4
2017-08-24,61,51,37,71,9,71,O3,SEDANG,DKI3
2017-08-25,70,51,31,81,5,81,O3,SEDANG,DKI3
2017-08-26,71,52,37,71,9,71,PM10,SEDANG,DKI3
2017-08-27,77,51,37,64,7,77,PM10,SEDANG,DKI4
2017-08-28,66,51,35,55,7,66,PM10,SEDANG,DKI4
